Dimension-1 Parameter,Dimension-1 Value,Dimension-2 Parameter,Dimension-2 Value,Coherence_NG3_L4_SS_L4_Mean_accuracy,GrCaus_NG3_L4_SS_L4_Information_accuracy,NormError_SimErr_accuracy,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_accuracy,Coherence_NG3_L4_SS_L4_Mean_p,GrCaus_NG3_L4_SS_L4_Information_p,NormError_SimErr_p,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_p,Coherence_NG3_L4_SS_L4_Mean_conf_min,GrCaus_NG3_L4_SS_L4_Information_conf_min,NormError_SimErr_conf_min,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_conf_min,Coherence_NG3_L4_SS_L4_Mean_conf_max,GrCaus_NG3_L4_SS_L4_Information_conf_max,NormError_SimErr_conf_max,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_conf_max
C,60.0,C_1,30.0,1.0,1.0,0.766666666667,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.735,1.0,1.0,0.901,0.979
C,60.0,C_1,40.0,1.0,1.0,0.966666666667,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.828,0.828,1.0,1.0,0.999,0.999
C,60.0,C_1,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.884,0.884,1.0,1.0,1.0,1.0
C,60.0,C_1,60.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.884,0.884,1.0,1.0,1.0,1.0
C,60.0,C_1,70.0,1.0,1.0,0.966666666667,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.828,0.828,1.0,1.0,0.999,0.999
C,60.0,C_1,80.0,1.0,1.0,0.733333333333,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.541,0.828,1.0,1.0,0.877,0.999
C,60.0,C_1,90.0,1.0,1.0,0.633333333333,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.439,0.693,1.0,1.0,0.801,0.962
C,60.0,C_1,100.0,1.0,1.0,0.6,0.766666666667,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.577,1.0,1.0,0.773,0.901
C,60.0,C_1,110.0,1.0,1.0,0.433333333333,0.866666666667,0.0,0.0,0.09,0.0,0.884,0.884,0.255,0.693,1.0,1.0,0.626,0.962
C,60.0,C_1,120.0,1.0,1.0,0.366666666667,0.866666666667,0.0,0.0,0.276,0.0,0.884,0.884,0.199,0.693,1.0,1.0,0.561,0.962
C,70.0,C_1,30.0,1.0,1.0,0.733333333333,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.541,0.693,1.0,1.0,0.877,0.962
C,70.0,C_1,40.0,1.0,1.0,1.0,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.884,0.828,1.0,1.0,1.0,0.999
C,70.0,C_1,50.0,1.0,1.0,1.0,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.884,0.828,1.0,1.0,1.0,0.999
C,70.0,C_1,60.0,1.0,1.0,0.966666666667,0.933333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.828,0.779,1.0,1.0,0.999,0.992
C,70.0,C_1,70.0,1.0,1.0,0.866666666667,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.693,0.735,1.0,1.0,0.962,0.979
C,70.0,C_1,80.0,1.0,1.0,0.733333333333,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.541,0.735,1.0,1.0,0.877,0.979
C,70.0,C_1,90.0,1.0,1.0,0.666666666667,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.472,0.693,1.0,1.0,0.827,0.962
C,70.0,C_1,100.0,1.0,1.0,0.6,0.733333333333,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.541,1.0,1.0,0.773,0.877
C,70.0,C_1,110.0,1.0,1.0,0.466666666667,0.8,0.0,0.0,0.043,0.0,0.884,0.884,0.283,0.614,1.0,1.0,0.657,0.923
C,70.0,C_1,120.0,1.0,1.0,0.433333333333,0.9,0.0,0.0,0.09,0.0,0.884,0.884,0.255,0.735,1.0,1.0,0.626,0.979
C,80.0,C_1,30.0,1.0,1.0,0.8,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.614,0.614,1.0,1.0,0.923,0.923
C,80.0,C_1,40.0,1.0,1.0,0.9,0.933333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.735,0.779,1.0,1.0,0.979,0.992
C,80.0,C_1,50.0,1.0,1.0,1.0,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.884,0.828,1.0,1.0,1.0,0.999
C,80.0,C_1,60.0,1.0,1.0,0.966666666667,0.933333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.828,0.779,1.0,1.0,0.999,0.992
C,80.0,C_1,70.0,1.0,1.0,0.933333333333,0.933333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.779,1.0,1.0,0.992,0.992
C,80.0,C_1,80.0,1.0,1.0,0.7,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.506,0.828,1.0,1.0,0.853,0.999
C,80.0,C_1,90.0,1.0,1.0,0.6,0.866666666667,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.693,1.0,1.0,0.773,0.962
C,80.0,C_1,100.0,1.0,1.0,0.6,0.633333333333,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.439,1.0,1.0,0.773,0.801
C,80.0,C_1,110.0,1.0,1.0,0.5,0.866666666667,0.0,0.0,0.019,0.0,0.884,0.884,0.313,0.693,1.0,1.0,0.687,0.962
C,80.0,C_1,120.0,1.0,1.0,0.433333333333,0.833333333333,0.0,0.0,0.09,0.0,0.884,0.884,0.255,0.653,1.0,1.0,0.626,0.944
C,90.0,C_1,30.0,0.966666666667,1.0,0.666666666667,0.866666666667,0.0,0.0,0.0,0.0,0.828,0.884,0.472,0.693,0.999,1.0,0.827,0.962
C,90.0,C_1,40.0,1.0,1.0,0.9,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.735,0.828,1.0,1.0,0.979,0.999
C,90.0,C_1,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.884,0.884,1.0,1.0,1.0,1.0
C,90.0,C_1,60.0,1.0,1.0,1.0,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.884,0.828,1.0,1.0,1.0,0.999
C,90.0,C_1,70.0,1.0,1.0,0.9,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.735,0.884,1.0,1.0,0.979,1.0
C,90.0,C_1,80.0,1.0,1.0,0.833333333333,0.766666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.653,0.577,1.0,1.0,0.944,0.901
C,90.0,C_1,90.0,1.0,1.0,0.666666666667,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.472,0.614,1.0,1.0,0.827,0.923
C,90.0,C_1,100.0,1.0,1.0,0.533333333333,0.8,0.0,0.0,0.007,0.0,0.884,0.884,0.343,0.614,1.0,1.0,0.717,0.923
C,90.0,C_1,110.0,1.0,1.0,0.533333333333,0.9,0.0,0.0,0.007,0.0,0.884,0.884,0.343,0.735,1.0,1.0,0.717,0.979
C,90.0,C_1,120.0,1.0,1.0,0.5,0.833333333333,0.0,0.0,0.019,0.0,0.884,0.884,0.313,0.653,1.0,1.0,0.687,0.944
C,100.0,C_1,30.0,1.0,1.0,0.666666666667,0.6,0.0,0.0,0.0,0.001,0.884,0.884,0.472,0.406,1.0,1.0,0.827,0.773
C,100.0,C_1,40.0,0.966666666667,1.0,0.766666666667,0.866666666667,0.0,0.0,0.0,0.0,0.828,0.884,0.577,0.693,0.999,1.0,0.901,0.962
C,100.0,C_1,50.0,1.0,1.0,1.0,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.884,0.828,1.0,1.0,1.0,0.999
C,100.0,C_1,60.0,1.0,1.0,1.0,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.884,0.828,1.0,1.0,1.0,0.999
C,100.0,C_1,70.0,1.0,1.0,0.9,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.735,0.735,1.0,1.0,0.979,0.979
C,100.0,C_1,80.0,1.0,1.0,0.766666666667,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.693,1.0,1.0,0.901,0.962
C,100.0,C_1,90.0,1.0,1.0,0.766666666667,0.766666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.577,1.0,1.0,0.901,0.901
C,100.0,C_1,100.0,1.0,1.0,0.6,0.833333333333,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.653,1.0,1.0,0.773,0.944
C,100.0,C_1,110.0,1.0,1.0,0.5,0.833333333333,0.0,0.0,0.019,0.0,0.884,0.884,0.313,0.653,1.0,1.0,0.687,0.944
C,100.0,C_1,120.0,1.0,1.0,0.5,0.8,0.0,0.0,0.019,0.0,0.884,0.884,0.313,0.614,1.0,1.0,0.687,0.923
C,110.0,C_1,30.0,0.9,0.966666666667,0.466666666667,0.7,0.0,0.0,0.043,0.0,0.735,0.828,0.283,0.506,0.979,0.999,0.657,0.853
C,110.0,C_1,40.0,1.0,1.0,0.866666666667,0.733333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.693,0.541,1.0,1.0,0.962,0.877
C,110.0,C_1,50.0,1.0,1.0,0.933333333333,0.833333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.653,1.0,1.0,0.992,0.944
C,110.0,C_1,60.0,1.0,1.0,0.933333333333,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.735,1.0,1.0,0.992,0.979
C,110.0,C_1,70.0,1.0,1.0,0.966666666667,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.828,0.735,1.0,1.0,0.999,0.979
C,110.0,C_1,80.0,1.0,1.0,0.833333333333,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.653,0.614,1.0,1.0,0.944,0.923
C,110.0,C_1,90.0,1.0,1.0,0.733333333333,0.833333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.541,0.653,1.0,1.0,0.877,0.944
C,110.0,C_1,100.0,1.0,1.0,0.566666666667,0.8,0.0,0.0,0.002,0.0,0.884,0.884,0.374,0.614,1.0,1.0,0.745,0.923
C,110.0,C_1,110.0,1.0,1.0,0.566666666667,0.866666666667,0.0,0.0,0.002,0.0,0.884,0.884,0.374,0.693,1.0,1.0,0.745,0.962
C,110.0,C_1,120.0,1.0,1.0,0.466666666667,0.8,0.0,0.0,0.043,0.0,0.884,0.884,0.283,0.614,1.0,1.0,0.657,0.923
C,120.0,C_1,30.0,0.966666666667,1.0,0.8,0.766666666667,0.0,0.0,0.0,0.0,0.828,0.884,0.614,0.577,0.999,1.0,0.923,0.901
C,120.0,C_1,40.0,1.0,1.0,0.733333333333,0.733333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.541,0.541,1.0,1.0,0.877,0.877
C,120.0,C_1,50.0,1.0,1.0,0.833333333333,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.653,0.735,1.0,1.0,0.944,0.979
C,120.0,C_1,60.0,1.0,1.0,0.966666666667,0.933333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.828,0.779,1.0,1.0,0.999,0.992
C,120.0,C_1,70.0,1.0,1.0,1.0,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.884,0.735,1.0,1.0,1.0,0.979
C,120.0,C_1,80.0,1.0,1.0,0.833333333333,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.653,0.693,1.0,1.0,0.944,0.962
C,120.0,C_1,90.0,1.0,1.0,0.7,0.833333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.506,0.653,1.0,1.0,0.853,0.944
C,120.0,C_1,100.0,1.0,1.0,0.566666666667,0.866666666667,0.0,0.0,0.002,0.0,0.884,0.884,0.374,0.693,1.0,1.0,0.745,0.962
C,120.0,C_1,110.0,1.0,1.0,0.633333333333,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.439,0.614,1.0,1.0,0.801,0.923
C,120.0,C_1,120.0,1.0,1.0,0.5,0.766666666667,0.0,0.0,0.019,0.0,0.884,0.884,0.313,0.577,1.0,1.0,0.687,0.901
C,130.0,C_1,30.0,0.9,1.0,0.633333333333,0.666666666667,0.0,0.0,0.0,0.0,0.735,0.884,0.439,0.472,0.979,1.0,0.801,0.827
C,130.0,C_1,40.0,1.0,1.0,0.833333333333,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.653,0.614,1.0,1.0,0.944,0.923
C,130.0,C_1,50.0,1.0,1.0,0.9,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.735,0.735,1.0,1.0,0.979,0.979
C,130.0,C_1,60.0,1.0,1.0,0.9,0.933333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.735,0.779,1.0,1.0,0.979,0.992
C,130.0,C_1,70.0,0.966666666667,1.0,0.933333333333,0.9,0.0,0.0,0.0,0.0,0.828,0.884,0.779,0.735,0.999,1.0,0.992,0.979
C,130.0,C_1,80.0,1.0,1.0,0.833333333333,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.653,0.614,1.0,1.0,0.944,0.923
C,130.0,C_1,90.0,1.0,1.0,0.666666666667,0.833333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.472,0.653,1.0,1.0,0.827,0.944
C,130.0,C_1,100.0,1.0,1.0,0.6,0.833333333333,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.653,1.0,1.0,0.773,0.944
C,130.0,C_1,110.0,1.0,1.0,0.566666666667,0.766666666667,0.0,0.0,0.002,0.0,0.884,0.884,0.374,0.577,1.0,1.0,0.745,0.901
C,130.0,C_1,120.0,1.0,1.0,0.433333333333,0.766666666667,0.0,0.0,0.09,0.0,0.884,0.884,0.255,0.577,1.0,1.0,0.626,0.901
C,140.0,C_1,30.0,0.933333333333,1.0,0.633333333333,0.566666666667,0.0,0.0,0.0,0.002,0.779,0.884,0.439,0.374,0.992,1.0,0.801,0.745
C,140.0,C_1,40.0,1.0,1.0,0.733333333333,0.933333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.541,0.779,1.0,1.0,0.877,0.992
C,140.0,C_1,50.0,1.0,1.0,0.766666666667,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.614,1.0,1.0,0.901,0.923
C,140.0,C_1,60.0,1.0,1.0,0.933333333333,0.933333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.779,1.0,1.0,0.992,0.992
C,140.0,C_1,70.0,1.0,1.0,0.9,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.735,0.828,1.0,1.0,0.979,0.999
C,140.0,C_1,80.0,1.0,1.0,0.866666666667,0.833333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.693,0.653,1.0,1.0,0.962,0.944
C,140.0,C_1,90.0,1.0,1.0,0.7,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.506,0.614,1.0,1.0,0.853,0.923
C,140.0,C_1,100.0,1.0,1.0,0.666666666667,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.472,0.693,1.0,1.0,0.827,0.962
C,140.0,C_1,110.0,1.0,1.0,0.566666666667,0.733333333333,0.0,0.0,0.002,0.0,0.884,0.884,0.374,0.541,1.0,1.0,0.745,0.877
C,140.0,C_1,120.0,1.0,1.0,0.466666666667,0.766666666667,0.0,0.0,0.043,0.0,0.884,0.884,0.283,0.577,1.0,1.0,0.657,0.901
C,150.0,C_1,30.0,0.9,1.0,0.633333333333,0.7,0.0,0.0,0.0,0.0,0.735,0.884,0.439,0.506,0.979,1.0,0.801,0.853
C,150.0,C_1,40.0,0.966666666667,1.0,0.566666666667,0.866666666667,0.0,0.0,0.002,0.0,0.828,0.884,0.374,0.693,0.999,1.0,0.745,0.962
C,150.0,C_1,50.0,1.0,1.0,0.8,0.766666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.614,0.577,1.0,1.0,0.923,0.901
C,150.0,C_1,60.0,1.0,1.0,0.9,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.735,0.828,1.0,1.0,0.979,0.999
C,150.0,C_1,70.0,1.0,1.0,0.9,0.933333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.735,0.779,1.0,1.0,0.979,0.992
C,150.0,C_1,80.0,1.0,1.0,0.866666666667,0.833333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.693,0.653,1.0,1.0,0.962,0.944
C,150.0,C_1,90.0,1.0,1.0,0.633333333333,0.766666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.439,0.577,1.0,1.0,0.801,0.901
C,150.0,C_1,100.0,1.0,1.0,0.666666666667,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.472,0.614,1.0,1.0,0.827,0.923
C,150.0,C_1,110.0,1.0,1.0,0.533333333333,0.8,0.0,0.0,0.007,0.0,0.884,0.884,0.343,0.614,1.0,1.0,0.717,0.923
C,150.0,C_1,120.0,1.0,1.0,0.466666666667,0.833333333333,0.0,0.0,0.043,0.0,0.884,0.884,0.283,0.653,1.0,1.0,0.657,0.944
C,160.0,C_1,30.0,1.0,1.0,0.666666666667,0.666666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.472,0.472,1.0,1.0,0.827,0.827
C,160.0,C_1,40.0,0.933333333333,0.966666666667,0.666666666667,0.766666666667,0.0,0.0,0.0,0.0,0.779,0.828,0.472,0.577,0.992,0.999,0.827,0.901
C,160.0,C_1,50.0,1.0,1.0,0.766666666667,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.614,1.0,1.0,0.901,0.923
C,160.0,C_1,60.0,1.0,1.0,0.866666666667,0.933333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.693,0.779,1.0,1.0,0.962,0.992
C,160.0,C_1,70.0,1.0,1.0,0.9,0.933333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.735,0.779,1.0,1.0,0.979,0.992
C,160.0,C_1,80.0,1.0,1.0,0.833333333333,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.653,0.828,1.0,1.0,0.944,0.999
C,160.0,C_1,90.0,1.0,1.0,0.766666666667,0.733333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.541,1.0,1.0,0.901,0.877
C,160.0,C_1,100.0,1.0,1.0,0.633333333333,0.766666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.439,0.577,1.0,1.0,0.801,0.901
C,160.0,C_1,110.0,1.0,1.0,0.533333333333,0.833333333333,0.0,0.0,0.007,0.0,0.884,0.884,0.343,0.653,1.0,1.0,0.717,0.944
C,160.0,C_1,120.0,1.0,1.0,0.533333333333,0.8,0.0,0.0,0.007,0.0,0.884,0.884,0.343,0.614,1.0,1.0,0.717,0.923
C,170.0,C_1,30.0,1.0,1.0,0.633333333333,0.633333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.439,0.439,1.0,1.0,0.801,0.801
C,170.0,C_1,40.0,1.0,1.0,0.6,0.9,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.735,1.0,1.0,0.773,0.979
C,170.0,C_1,50.0,1.0,1.0,0.8,0.933333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.614,0.779,1.0,1.0,0.923,0.992
C,170.0,C_1,60.0,1.0,1.0,0.866666666667,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.693,0.735,1.0,1.0,0.962,0.979
C,170.0,C_1,70.0,0.966666666667,1.0,0.933333333333,0.966666666667,0.0,0.0,0.0,0.0,0.828,0.884,0.779,0.828,0.999,1.0,0.992,0.999
C,170.0,C_1,80.0,0.966666666667,1.0,0.833333333333,0.933333333333,0.0,0.0,0.0,0.0,0.828,0.884,0.653,0.779,0.999,1.0,0.944,0.992
C,170.0,C_1,90.0,1.0,1.0,0.666666666667,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.472,0.614,1.0,1.0,0.827,0.923
C,170.0,C_1,100.0,1.0,1.0,0.633333333333,0.733333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.439,0.541,1.0,1.0,0.801,0.877
C,170.0,C_1,110.0,1.0,1.0,0.533333333333,0.8,0.0,0.0,0.007,0.0,0.884,0.884,0.343,0.614,1.0,1.0,0.717,0.923
C,170.0,C_1,120.0,1.0,1.0,0.533333333333,0.733333333333,0.0,0.0,0.007,0.0,0.884,0.884,0.343,0.541,1.0,1.0,0.717,0.877
C,180.0,C_1,30.0,0.966666666667,1.0,0.666666666667,0.7,0.0,0.0,0.0,0.0,0.828,0.884,0.472,0.506,0.999,1.0,0.827,0.853
C,180.0,C_1,40.0,1.0,1.0,0.833333333333,0.766666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.653,0.577,1.0,1.0,0.944,0.901
C,180.0,C_1,50.0,1.0,1.0,0.866666666667,0.933333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.693,0.779,1.0,1.0,0.962,0.992
C,180.0,C_1,60.0,1.0,0.966666666667,0.833333333333,0.833333333333,0.0,0.0,0.0,0.0,0.884,0.828,0.653,0.653,1.0,0.999,0.944,0.944
C,180.0,C_1,70.0,1.0,1.0,0.9,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.735,0.693,1.0,1.0,0.979,0.962
C,180.0,C_1,80.0,1.0,1.0,0.866666666667,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.693,0.735,1.0,1.0,0.962,0.979
C,180.0,C_1,90.0,1.0,1.0,0.733333333333,0.766666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.541,0.577,1.0,1.0,0.877,0.901
C,180.0,C_1,100.0,1.0,1.0,0.666666666667,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.472,0.614,1.0,1.0,0.827,0.923
C,180.0,C_1,110.0,1.0,1.0,0.6,0.733333333333,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.541,1.0,1.0,0.773,0.877
