Dimension-1 Parameter,Dimension-1 Value,Dimension-2 Parameter,Dimension-2 Value,MeanFR_NG1_L4_CI_SS_L4_mean,MeanFR_NG2_L4_CI_BC_L4_mean
gL,9.0,gL_1,10.5,0.6525,0.0383333333334
gL,9.0,gL_1,11.5,0.4375,0.0216666666666
gL,9.0,gL_1,12.5,0.287291666667,0.0108333333333
gL,9.0,gL_1,13.5,0.191041666667,0.0
gL,9.0,gL_1,14.5,0.121875,0.0
gL,10.0,gL_1,0.5,172.946875,180.5225
gL,10.0,gL_1,1.5,158.502083333,168.959166667
gL,10.0,gL_1,2.5,136.785625,150.294166667
gL,10.0,gL_1,3.5,107.947291667,123.358333333
gL,10.0,gL_1,4.5,88.83625,102.7975
gL,10.0,gL_1,5.5,43.8829166667,49.3783333333
gL,10.0,gL_1,6.5,5.52104166666,3.58916666667
gL,10.0,gL_1,7.5,2.29916666667,0.576666666666
gL,10.0,gL_1,8.5,1.44583333333,0.18
gL,10.0,gL_1,9.5,0.949791666666,0.0658333333333
gL,10.0,gL_1,10.5,0.658958333333,0.0266666666666
gL,10.0,gL_1,11.5,0.4375,0.0191666666667
gL,10.0,gL_1,12.5,0.287291666667,0.00333333333334
gL,10.0,gL_1,13.5,0.191041666667,0.0
gL,10.0,gL_1,14.5,0.121875,0.0
gL,11.0,gL_1,0.5,171.14,179.079166667
gL,11.0,gL_1,1.5,159.479791667,169.643333333
gL,11.0,gL_1,2.5,133.592083333,147.583333333
gL,11.0,gL_1,3.5,114.668125,129.359166667
gL,11.0,gL_1,4.5,95.7079166667,109.640833333
gL,11.0,gL_1,5.5,71.276875,81.6708333333
gL,11.0,gL_1,6.5,13.410625,12.5716666667
gL,11.0,gL_1,7.5,2.68270833333,0.814166666666
gL,11.0,gL_1,8.5,1.46875,0.143333333333
gL,11.0,gL_1,9.5,0.96,0.0533333333334
gL,11.0,gL_1,10.5,0.658958333333,0.02
gL,11.0,gL_1,11.5,0.4375,0.0125
gL,11.0,gL_1,12.5,0.287291666667,0.00166666666667
gL,11.0,gL_1,13.5,0.191041666667,0.0
gL,11.0,gL_1,14.5,0.121875,0.0
gL,12.0,gL_1,0.5,169.663125,177.899166667
gL,12.0,gL_1,1.5,159.50125,169.385833333
gL,12.0,gL_1,2.5,141.146041667,154.075
gL,12.0,gL_1,3.5,120.384166667,134.578333333
gL,12.0,gL_1,4.5,101.694583333,115.4475
gL,12.0,gL_1,5.5,82.715,94.0733333333
gL,12.0,gL_1,6.5,29.5710416667,31.2616666667
gL,12.0,gL_1,7.5,3.27333333333,1.30666666667
gL,12.0,gL_1,8.5,1.52791666667,0.138333333333
gL,12.0,gL_1,9.5,0.974583333333,0.0341666666667
gL,12.0,gL_1,10.5,0.658958333333,0.0183333333333
gL,12.0,gL_1,11.5,0.4375,0.0108333333333
gL,12.0,gL_1,12.5,0.287291666667,0.0
gL,12.0,gL_1,13.5,0.191041666667,0.0
gL,12.0,gL_1,14.5,0.121875,0.0
gL,13.0,gL_1,0.5,169.771041667,177.655
gL,13.0,gL_1,1.5,158.773333333,168.7575
gL,13.0,gL_1,2.5,143.354375,155.676666667
gL,13.0,gL_1,3.5,123.008958333,136.781666667
gL,13.0,gL_1,4.5,105.971041667,119.278333334
gL,13.0,gL_1,5.5,89.6258333333,101.054166667
gL,13.0,gL_1,6.5,50.2395833333,55.1383333333
gL,13.0,gL_1,7.5,5.62083333333,3.875
gL,13.0,gL_1,8.5,1.569375,0.130833333333
gL,13.0,gL_1,9.5,0.975833333334,0.0258333333333
gL,13.0,gL_1,10.5,0.658958333333,0.0125
gL,13.0,gL_1,11.5,0.4375,0.00583333333333
gL,13.0,gL_1,12.5,0.287291666667,0.0
gL,13.0,gL_1,13.5,0.191041666667,0.0
gL,13.0,gL_1,14.5,0.121875,0.0
gL,14.0,gL_1,0.5,168.58625,176.7425
gL,14.0,gL_1,1.5,160.314583333,169.83
gL,14.0,gL_1,2.5,140.939583333,153.2475
gL,14.0,gL_1,3.5,126.009375,139.123333333
gL,14.0,gL_1,4.5,111.371666667,124.254166667
gL,14.0,gL_1,5.5,97.1641666667,108.9375
gL,14.0,gL_1,6.5,66.8502083333,73.7641666667
gL,14.0,gL_1,7.5,10.76125,9.4875
gL,14.0,gL_1,8.5,1.88770833333,0.359166666667
gL,14.0,gL_1,9.5,0.977083333333,0.02
gL,14.0,gL_1,10.5,0.658958333333,0.0075
gL,14.0,gL_1,11.5,0.4375,0.00166666666667
gL,14.0,gL_1,12.5,0.287291666667,0.0
gL,14.0,gL_1,13.5,0.191041666667,0.0
gL,14.0,gL_1,14.5,0.121875,0.0
gL,15.0,gL_1,0.5,167.3875,175.37
gL,15.0,gL_1,1.5,157.720416667,167.456666667
gL,15.0,gL_1,2.5,143.399375,155.184166667
gL,15.0,gL_1,3.5,132.056458333,144.296666667
gL,15.0,gL_1,4.5,113.674166667,126.0225
gL,15.0,gL_1,5.5,102.687708333,114.084166666
gL,15.0,gL_1,6.5,78.3585416667,86.315
gL,15.0,gL_1,7.5,21.79375,21.6633333333
gL,15.0,gL_1,8.5,2.383125,0.7375
gL,15.0,gL_1,9.5,0.977083333333,0.0141666666667
gL,15.0,gL_1,10.5,0.658958333333,0.00416666666666
gL,15.0,gL_1,11.5,0.4375,0.0
gL,15.0,gL_1,12.5,0.287291666667,0.0
gL,15.0,gL_1,13.5,0.191041666667,0.0
gL,15.0,gL_1,14.5,0.121875,0.0
gL,16.0,gL_1,0.5,166.742916667,174.770833333
gL,16.0,gL_1,1.5,155.76125,165.4725
gL,16.0,gL_1,2.5,146.962083333,157.595833333
gL,16.0,gL_1,3.5,133.073958333,144.956666667
gL,16.0,gL_1,4.5,119.754791667,131.505
gL,16.0,gL_1,5.5,106.753958333,117.678333333
gL,16.0,gL_1,6.5,85.7775,94.0133333332
gL,16.0,gL_1,7.5,37.1975,39.0791666667
gL,16.0,gL_1,8.5,1.95291666667,0.375833333333
gL,16.0,gL_1,9.5,0.980416666666,0.00916666666667
gL,16.0,gL_1,10.5,0.658958333333,0.000833333333333
gL,16.0,gL_1,11.5,0.4375,0.0
gL,16.0,gL_1,12.5,0.287291666667,0.0
gL,16.0,gL_1,13.5,0.191041666667,0.0
gL,16.0,gL_1,14.5,0.121875,0.0
gL,17.0,gL_1,0.5,167.156666667,174.870833333
gL,17.0,gL_1,1.5,159.517291667,168.394166667
gL,17.0,gL_1,2.5,148.140625,158.391666667
gL,17.0,gL_1,3.5,138.708541667,149.685
gL,17.0,gL_1,4.5,122.613541667,133.898333333
gL,17.0,gL_1,5.5,109.289166667,119.579166667
gL,17.0,gL_1,6.5,90.2308333333,98.2425000001
gL,17.0,gL_1,7.5,40.3104166667,42.3966666667
gL,17.0,gL_1,8.5,7.89958333333,6.8075
gL,17.0,gL_1,9.5,0.982291666666,0.00416666666666
gL,17.0,gL_1,10.5,0.658958333333,0.0
gL,17.0,gL_1,11.5,0.4375,0.0
gL,17.0,gL_1,12.5,0.287291666667,0.0
gL,17.0,gL_1,13.5,0.191041666667,0.0
gL,17.0,gL_1,14.5,0.121875,0.0
gL,18.0,gL_1,0.5,166.191458333,173.809166667
gL,18.0,gL_1,1.5,157.73,166.545
gL,18.0,gL_1,2.5,149.227291667,159.075833333
gL,18.0,gL_1,3.5,138.038333333,148.568333333
gL,18.0,gL_1,4.5,124.584166667,135.445
gL,18.0,gL_1,5.5,115.648958333,125.406666667
gL,18.0,gL_1,6.5,93.8758333333,101.455
gL,18.0,gL_1,7.5,46.39625,48.705
gL,18.0,gL_1,8.5,13.00375,12.2841666667
gL,18.0,gL_1,9.5,0.982708333333,0.0025
gL,18.0,gL_1,10.5,0.658958333333,0.0
gL,18.0,gL_1,11.5,0.4375,0.0
gL,18.0,gL_1,12.5,0.287291666667,0.0
gL,18.0,gL_1,13.5,0.191041666667,0.0
gL,18.0,gL_1,14.5,0.121875,0.0
gL,19.0,gL_1,0.5,164.3225,172.059166667
gL,19.0,gL_1,1.5,156.774583333,165.4525
gL,19.0,gL_1,2.5,149.118333333,158.315833333
gL,19.0,gL_1,3.5,140.845833333,150.684166667
gL,19.0,gL_1,4.5,129.021458333,139.179166667
gL,19.0,gL_1,5.5,118.246458333,127.670833333
gL,19.0,gL_1,6.5,99.0249999999,106.3675
gL,19.0,gL_1,7.5,48.6252083333,50.7691666667
gL,19.0,gL_1,8.5,21.5564583333,21.6408333333
gL,19.0,gL_1,9.5,0.988333333333,0.0
gL,19.0,gL_1,10.5,0.658958333333,0.0
gL,19.0,gL_1,11.5,0.4375,0.0
gL,19.0,gL_1,12.5,0.287291666667,0.0
