Dimension-1 Parameter,Dimension-1 Value,Dimension-2 Parameter,Dimension-2 Value,MeanFR_NG1_L4_CI_SS_L4_mean,MeanFR_NG2_L4_CI_BC_L4_mean
C,170.0,C_1,70.0,241.75375,174.121666667
C,170.0,C_1,80.0,140.936458333,104.629166667
C,170.0,C_1,90.0,10.8904166667,7.30833333334
C,170.0,C_1,100.0,1.384375,0.0525
C,170.0,C_1,110.0,0.907083333333,0.01
C,170.0,C_1,120.0,0.646458333333,0.00333333333333
C,180.0,C_1,30.0,303.377291667,196.496666667
C,180.0,C_1,40.0,294.001875,193.600833333
C,180.0,C_1,50.0,282.909583333,189.164166667
C,180.0,C_1,60.0,270.293541667,182.695
C,180.0,C_1,70.0,249.129791667,171.2975
C,180.0,C_1,80.0,154.776875,111.85
C,180.0,C_1,90.0,13.9054166667,9.30166666666
C,180.0,C_1,100.0,1.39395833333,0.0508333333333
C,180.0,C_1,110.0,0.908541666666,0.0075
C,180.0,C_1,120.0,0.646458333333,0.000833333333333
C,190.0,C_1,30.0,303.426041667,192.623333333
C,190.0,C_1,40.0,294.37125,189.743333333
C,190.0,C_1,50.0,283.523541667,185.896666667
C,190.0,C_1,60.0,270.049166667,180.5475
C,190.0,C_1,70.0,252.33,171.444166667
C,190.0,C_1,80.0,157.987291667,110.6325
C,190.0,C_1,90.0,32.058125,22.3741666667
C,190.0,C_1,100.0,1.40125,0.0533333333333
C,190.0,C_1,110.0,0.910416666666,0.00416666666666
C,190.0,C_1,120.0,0.646458333333,0.000833333333333
C,200.0,C_1,30.0,303.5,188.779166667
C,200.0,C_1,40.0,294.498958333,186.016666667
C,200.0,C_1,50.0,284.495833333,182.680833333
C,200.0,C_1,60.0,268.799791667,176.37
C,200.0,C_1,70.0,250.87,168.394166667
C,200.0,C_1,80.0,161.144375,110.37
C,200.0,C_1,90.0,45.0585416667,31.2166666666
C,200.0,C_1,100.0,1.40875,0.0633333333334
C,200.0,C_1,110.0,0.910416666666,0.00333333333333
C,200.0,C_1,120.0,0.646458333333,0.0
C,210.0,C_1,30.0,303.557291667,185.491666667
C,210.0,C_1,40.0,294.758958333,181.778333333
C,210.0,C_1,50.0,284.988541667,179.281666667
C,210.0,C_1,60.0,268.194375,172.706666667
C,210.0,C_1,70.0,250.9775,164.899166667
C,210.0,C_1,80.0,183.870208333,123.4525
C,210.0,C_1,90.0,55.0456250001,37.4424999999
C,210.0,C_1,100.0,1.46729166667,0.0925
C,210.0,C_1,110.0,0.912916666666,0.000833333333333
C,210.0,C_1,120.0,0.646458333333,0.0
C,220.0,C_1,30.0,303.679583333,182.413333333
C,220.0,C_1,40.0,294.746875,179.116666667
C,220.0,C_1,50.0,285.33875,175.616666667
C,220.0,C_1,60.0,269.260208333,169.631666667
C,220.0,C_1,70.0,251.540625,161.839166667
C,220.0,C_1,80.0,185.975,122.154166667
C,220.0,C_1,90.0,78.1127083334,52.2141666667
C,220.0,C_1,100.0,1.48833333333,0.115
C,220.0,C_1,110.0,0.912916666666,0.000833333333333
C,220.0,C_1,120.0,0.646458333333,0.0
C,230.0,C_1,30.0,303.934166667,179.081666667
C,230.0,C_1,40.0,294.89125,176.2425
C,230.0,C_1,50.0,285.615208333,172.861666666
C,230.0,C_1,60.0,270.810208333,166.956666667
C,230.0,C_1,70.0,252.119791667,158.815
C,230.0,C_1,80.0,187.604375,120.661666667
C,230.0,C_1,90.0,89.4225000001,58.5383333334
C,230.0,C_1,100.0,1.50583333333,0.115833333333
C,230.0,C_1,110.0,0.913333333333,0.0
C,230.0,C_1,120.0,0.646458333333,0.0
C,240.0,C_1,30.0,303.932708333,176.215
C,240.0,C_1,40.0,295.207916667,173.038333333
C,240.0,C_1,50.0,285.618541667,169.939166667
C,240.0,C_1,60.0,272.520416667,164.835
C,240.0,C_1,70.0,253.265625,156.381666667
C,240.0,C_1,80.0,188.422083333,118.565833333
C,240.0,C_1,90.0,90.3954166667,57.9116666666
C,240.0,C_1,100.0,1.5075,0.115
C,240.0,C_1,110.0,0.913333333333,0.0
C,240.0,C_1,120.0,0.646458333333,0.0
C,250.0,C_1,30.0,304.221041667,173.350833333
C,250.0,C_1,40.0,295.254583333,170.3325
C,250.0,C_1,50.0,285.927083333,167.024166667
C,250.0,C_1,60.0,273.583333333,162.0275
C,250.0,C_1,70.0,254.231458333,154.115833333
C,250.0,C_1,80.0,189.460208333,116.836666667
C,250.0,C_1,90.0,92.2868750001,57.7833333333
C,250.0,C_1,100.0,1.51729166667,0.121666666667
C,250.0,C_1,110.0,0.913333333333,0.0
C,250.0,C_1,120.0,0.646458333333,0.0
C,260.0,C_1,30.0,304.435,170.555833333
C,260.0,C_1,40.0,295.617916667,167.481666667
C,260.0,C_1,50.0,286.225625,164.295833333
C,260.0,C_1,60.0,273.88875,159.519166667
C,260.0,C_1,70.0,255.269166667,151.7525
C,260.0,C_1,80.0,190.766458333,115.274166667
C,260.0,C_1,90.0,93.1058333334,57.0808333334
C,260.0,C_1,100.0,1.51041666667,0.131666666667
C,260.0,C_1,110.0,0.913333333333,0.0
C,260.0,C_1,120.0,0.646458333333,0.0
