Dimension-1 Parameter,Dimension-1 Value,Dimension-2 Parameter,Dimension-2 Value,MeanFR_NG1_L4_CI_SS_L4_mean,MeanFR_NG2_L4_CI_BC_L4_mean
gL,26.0,gL_1,4.5,88.2175,83.7508333333
gL,26.0,gL_1,5.5,36.096875,32.73
gL,26.0,gL_1,6.5,16.6597916667,14.5825
gL,26.0,gL_1,7.5,0.168541666667,0.0
gL,26.0,gL_1,8.5,0.071875,0.0
gL,26.0,gL_1,9.5,0.0233333333333,0.0
gL,26.0,gL_1,10.5,0.00395833333333,0.0
gL,26.0,gL_1,11.5,0.000416666666667,0.0
gL,26.0,gL_1,12.5,0.0,0.0
gL,26.0,gL_1,13.5,0.0,0.0
gL,26.0,gL_1,14.5,0.0,0.0
gL,27.0,gL_1,0.5,136.778958333,141.4325
gL,27.0,gL_1,1.5,133.621875,135.89
gL,27.0,gL_1,2.5,130.111041667,129.72
gL,27.0,gL_1,3.5,123.654791667,120.624166667
gL,27.0,gL_1,4.5,91.1158333334,85.9025
gL,27.0,gL_1,5.5,37.3472916667,33.6541666667
gL,27.0,gL_1,6.5,17.26125,15.1041666667
gL,27.0,gL_1,7.5,0.168541666667,0.0
gL,27.0,gL_1,8.5,0.071875,0.0
gL,27.0,gL_1,9.5,0.0233333333333,0.0
gL,27.0,gL_1,10.5,0.00395833333333,0.0
gL,27.0,gL_1,11.5,0.000416666666667,0.0
gL,27.0,gL_1,12.5,0.0,0.0
gL,27.0,gL_1,13.5,0.0,0.0
gL,27.0,gL_1,14.5,0.0,0.0
